DISTRITO	ESTADO	LONGITUDE	LATITUDE
PIQUIZEIRO	MARANHÃO	-43.5608363873621	-3.17322461176164
BELA VISTA DO MARANHÃO	MARANHÃO	-45.2482458781849	-3.73773324990828
ARATAUI	MARANHÃO	-45.2172451354774	-3.76717385852364
CURVA DA MATA DO BOI	MARANHÃO	-45.3021364183545	-3.77438788084122
TOCANTINS	MARANHÃO	-45.3056724372304	-3.70836684924957
CENTRO DO LULU	MARANHÃO	-45.330502958254	-3.71928470885004
BELA VISTA	MARANHÃO	-45.3520157692947	-3.76036952378781
SÃO JOSÉ DO ATERRADO	MARANHÃO	-45.3929896147961	-3.81962414144802
ÁGUA PRETA	MARANHÃO	-45.3584741588684	-3.87132624540852
BENEDITO LEITE	MARANHÃO	-44.5598567990095	-7.2187997953852
COCOS	MARANHÃO	-44.4490328199416	-6.90842948201582
BEQUIMÃO	MARANHÃO	-44.7857301568673	-2.4620629950811
JASSIOCA	MARANHÃO	-44.7370585144764	-2.52677537569605
MACAJUBAL	MARANHÃO	-44.7824895939017	-2.50338992137289
PARICATIVA	MARANHÃO	-44.7367547835885	-2.40770285296596
SANTANA	MARANHÃO	-44.7399373245941	-2.4345829274626
PONTAL	MARANHÃO	-44.7745799485367	-2.58157803856566
AREAL	MARANHÃO	-44.8977045711214	-2.48160497458035
QUINDUA	MARANHÃO	-44.7635270165754	-2.32705997779946
BARROSO	MARANHÃO	-44.7677258960746	-2.47876498556802
BERNARDO DO MEARIM	MARANHÃO	-44.7643231034878	-4.63028749079229
MORADA NOVA	MARANHÃO	-44.7905215971375	-4.61067318857205
BAIXÃO DO MOACIR	MARANHÃO	-44.7469648698794	-4.6976058098747
CANELEIRINHO	MARANHÃO	-44.7042491405993	-4.69124528037004
BOA VISTA DO GURUPI	MARANHÃO	-46.2987100525274	-1.79329613579879
COLÔNIA MILITAR	MARANHÃO	-46.2268725332631	-1.7996952287285
AGROVILA DO PA SANTA ANGÉLICA	MARANHÃO	-46.1616463600994	-1.79223006607952
SODRELÂNDIA OU QUATRO BOCAS	MARANHÃO	-46.1251607356148	-1.81926960706421
BOM JARDIM	MARANHÃO	-45.6018893890511	-3.54416097785572
TIRIRICAL	MARANHÃO	-45.529413674125	-3.60773255484788
ZÉ BOEIRO	MARANHÃO	-45.5745996758292	-3.57177434861705
SANTA LUZ	MARANHÃO	-45.6571687387321	-3.62281431287192
ROSÁRIO	MARANHÃO	-45.7703773099116	-3.63623287217662
CENTRO DO NASCIMENTO	MARANHÃO	-45.8017981760205	-3.58938960988859
GRUVIA	MARANHÃO	-45.8917046884875	-3.60643906832491
RAPADURINHA	MARANHÃO	-45.9563923868863	-3.58549335546875
TRÊS OLHOS D'ÁGUA	MARANHÃO	-45.8719536126807	-3.52363450484417
NOVO CARU	MARANHÃO	-45.9935313905032	-3.66431634685384
ESCADA	MARANHÃO	-46.0534877777699	-3.61238724060059
VILA PIMENTA	MARANHÃO	-46.4652745110983	-4.17153332605716
VILA DA VARIG	MARANHÃO	-46.4824393228321	-4.19170340815576
BREJO SOCIAL	MARANHÃO	-46.8808768029611	-4.2803049688688
SÃO PEDRO DO CARU	MARANHÃO	-46.1030953146259	-3.59165328626125
IGARAPÉ DOS ÍNDIOS	MARANHÃO	-46.1104014953565	-3.52574850781466
TRAÍRA DO CATEDRAL	MARANHÃO	-46.073635980057	-3.5362520729005
VILA BANDEIRANTES	MARANHÃO	-46.0224112705264	-3.5686601484375
CASSIMIRO	MARANHÃO	-45.9145374245783	-3.56690020341126
ALDEIA INDÍGENA MAÇARANDUBA	MARANHÃO	-46.0580230492446	-3.69674257443309
SÃO JOÃO DO TURIZINHO	MARANHÃO	-45.9744337403742	-3.48930567125284
CENTRO DO OSCAR I	MARANHÃO	-45.7842967828725	-3.53606574010279
DEZOITO	MARANHÃO	-45.7256850961002	-3.54203759758431
ALDEIA INDÍGENA JANUÁRIO	MARANHÃO	-45.4733067783008	-3.64623355806009
ALDEIA INDÍGENA TABOCAL	MARANHÃO	-45.4713405190597	-3.65880220041731
ALDEIA INDÍGENA PIÇARRA PRETA	MARANHÃO	-45.5035294721619	-3.63069739292144
ALDEIA INDÍGENA AUÁ	MARANHÃO	-46.1460671492491	-3.75974199136362
ALDEIA INDÍGENA MIRIMIRI	MARANHÃO	-46.2072371341331	-3.87190865246129
BOM JESUS DAS SELVAS	MARANHÃO	-46.8532412231489	-4.48996835310692
VILA TROPICAL	MARANHÃO	-46.5318100345784	-4.31018891939795
NOVA VIDA	MARANHÃO	-46.5897858965264	-4.31651613661364
AGROVILA DO PA ALTA FLORESTA	MARANHÃO	-46.7906048618603	-4.82973048781291
AGROVILA DO PA VILA SÃO RAIMUNDO	MARANHÃO	-46.7953081834148	-4.696223155488
AGROVILA DO PA VILA SÃO FRANCISCO	MARANHÃO	-46.874704719685	-4.70263651515772
AGROVILA DO PA VILA CHICO MENDES II	MARANHÃO	-46.8741786585176	-4.75935115323041
AGROVILA DO PA VILA ROSELI NUNES	MARANHÃO	-46.8942052391351	-4.81036347528618
AGROVILA DO PA CENTRO DO ADÃO	MARANHÃO	-46.5743604591517	-4.79162689604168
AGROVILA DO PA NOSSA SENHORA APARECIDA	MARANHÃO	-46.905443708188	-4.84900071181278
AGROVILA DO PA CHICO MENDES I	MARANHÃO	-46.868186088463	-4.7175673738971
AGROVILA DO PA ALANCARINA II	MARANHÃO	-46.5398939252928	-4.30919602184402
VILA SÃO JOSÉ	MARANHÃO	-46.4971294972383	-4.29658226208027
NOVA VIDA II	MARANHÃO	-46.5289229710434	-4.31105123628685
BOM LUGAR	MARANHÃO	-45.0311078563238	-4.37550960146424
SANTO ANTÔNIO DOS PATRÍCIOS	MARANHÃO	-45.0456745781169	-4.36018151554387
SANTA INÊS	MARANHÃO	-45.0572043673115	-4.33894015256592
LIVRAMENTO	MARANHÃO	-44.9892753354471	-4.34432242493874
MATINHA I	MARANHÃO	-44.9580488759617	-4.35588436252131
FAZENDA SÃO JOÃO	MARANHÃO	-44.9673778643505	-4.37215430177002
ALTO BONITO	MARANHÃO	-44.9988834710347	-4.14054472268012
OLHO D'ÁGUA DOS MIRANDA	MARANHÃO	-44.995356685388	-4.3929067639739
POÇÃO COMPRIDO	MARANHÃO	-45.0223460888303	-4.42277134564362
ALTO ALEGRE I	MARANHÃO	-44.9632998779246	-4.17086828219883
VERTENTE	MARANHÃO	-45.1013516595559	-4.3959378472565
SANTA LUZIA I E II	MARANHÃO	-45.0826801515597	-4.3789278097844
SALGADINHO	MARANHÃO	-45.0819885630389	-4.29784383696355
SÃO PAULO APÓSTOLO	MARANHÃO	-44.9981266114606	-4.19174292702548
BREJO	MARANHÃO	-42.7508478268196	-3.679178
PLANALTO ZÉ GOMES	MARANHÃO	-42.7888608728357	-3.66306921722243
LAMEIRO	MARANHÃO	-42.6808244626042	-3.64040020011256
HERCULANÓPOLIS	MARANHÃO	-42.6851086282195	-3.68144956618761
VILA DOS CRIOLIS	MARANHÃO	-42.7823471443358	-3.75559490526933
VILA DAS ALMAS	MARANHÃO	-42.8231320345594	-3.77997825959339
SÃO JOÃO DOS PILÕES	MARANHÃO	-42.9416981598291	-3.68347359376611
PALESTINA	MARANHÃO	-42.9939507755994	-3.6928672285542
RIACHO DO MEIO	MARANHÃO	-42.7453127819627	-3.6560923473565
OLHO D'ÁGUA	MARANHÃO	-42.7877279534135	-3.73263825071886
BREJO DE AREIA	MARANHÃO	-45.5820952717813	-4.33062989749501
IGARAPÉ DO MEIO	MARANHÃO	-45.5366762436351	-4.30077698628305
ÁGUA LIMPA	MARANHÃO	-45.4681983998012	-4.29786492890889
BURITI	MARANHÃO	-42.9251061777803	-3.9455715
BARRA NOVA	MARANHÃO	-42.7877688291649	-3.95318347978739
MOCAMBINHO	MARANHÃO	-42.8482723341522	-4.02127254984455
SAQUINHO	MARANHÃO	-42.9318892891709	-3.9883349529047
VILA CONCEIÇÃO	MARANHÃO	-43.101250020142	-3.75230515845786
BURITI BRAVO	MARANHÃO	-43.8356215415106	-5.83528813214674
JUÇARA	MARANHÃO	-43.8850895758098	-6.00303294126769
BACATUBA	MARANHÃO	-43.700163922895	-5.66566820672339
BURITICUPU	MARANHÃO	-46.451495319051	-4.32594772630155
BURITICUPU 2.0 NÚCLEO SEGUNDO	MARANHÃO	-46.2989065110834	-4.31275797084213
P2V3	MARANHÃO	-46.3495424779102	-4.42890149774869
TRILHA 410	MARANHÃO	-46.326780810395	-4.45353044103959
P1 V5 1º POVOADO DA 5ª VICINAL	MARANHÃO	-46.2838206827446	-4.36883985165441
BURITIZINHO	MARANHÃO	-46.4920146548312	-4.29746358521913
PRESA DE PORCO	MARANHÃO	-46.3031740820238	-4.02965141976459
P1 V2 SAGRIMA	MARANHÃO	-46.4083157963018	-4.35636319618659
P1 V4 1º POVOADO DA 4ª VICINAL	MARANHÃO	-46.3355688744506	-4.34053938206303
UNIÃO PORTUGAL	MARANHÃO	-46.3593666505233	-4.06617946712404
VILA SÃO FRANCISCO	MARANHÃO	-46.4415848021699	-4.26848957211234
P1 V3 3ª VICINAL	MARANHÃO	-46.373220683988	-4.36914737504266
P2 V4 2º POVOADO DA 4ª VICINAL	MARANHÃO	-46.3234477262859	-4.38364670957204
AGROVILA DO PA 21 DE MAIO	MARANHÃO	-46.3314283419643	-4.26378616053884
FAISA	MARANHÃO	-46.1714010569245	-4.54677716295922
AGROVILA DO PA BOM JESUS	MARANHÃO	-46.4144808286636	-4.60722344919363
AGROVILA DO PA BREJINHO OU SETE DE MAIO	MARANHÃO	-46.4478618663249	-4.5929740707264
AGROVILA DO PA 11 DE JUNHO OU SEDE	MARANHÃO	-46.4787585333325	-4.67525143395662
ALDEIA INDÍGENA LAGO BRANCO	MARANHÃO	-46.106093865056	-4.83050973127872
AGROVILA DO PA BRASILÂNDIA	MARANHÃO	-46.4673212606748	-4.77439116107541
SÃO RAIMUNDO	MARANHÃO	-46.4134731079512	-4.71965389790948
BREJO VELHO	MARANHÃO	-46.454886442053	-4.73560398500082
VILA PARAFUSO	MARANHÃO	-46.3501006056742	-4.69933732545955
BOA ESPERANÇA	MARANHÃO	-46.3551744248006	-4.65057766199447
BURITIRANA	MARANHÃO	-47.0172250932177	-5.58891514171156
TANQUE	MARANHÃO	-47.0413941077102	-5.59822224452118
VARJÃO	MARANHÃO	-47.150081159712	-5.59102091661236
JENIPAPO	MARANHÃO	-47.2061563307551	-5.52011613536218
OLHO D'ÁGUA	MARANHÃO	-47.2254043597277	-5.51004535274395
CENTRO DO ZENEL	MARANHÃO	-46.9428350756517	-5.42192918404489
CENTRO NOVO	MARANHÃO	-46.9613272404574	-5.50759862583732
SANTA LUZIA	MARANHÃO	-46.9995094468859	-5.5829945379446
AGROVILA DO PA SARAMANDAIA	MARANHÃO	-46.9607470370996	-5.56736947759946
AGROVILA DO PA NOVO HORIZONTE	MARANHÃO	-47.1957998413563	-5.52833590609275
AGROVILA DO PA TABOLEIRÃO II	MARANHÃO	-47.0959916419385	-5.54126408619509
AGROVILA DO PA PADRE JOSINO	MARANHÃO	-47.0146606546991	-5.55140585191493
CACHOEIRA GRANDE	MARANHÃO	-44.0596850157832	-2.93192103905761
SÃO JOSÉ DOS LOPES	MARANHÃO	-44.0003732724664	-2.9855314675981
CROA GRANDE	MARANHÃO	-43.9826432864951	-3.07969095444158
SANTO ANTONIO DO NAPOLEÃO	MARANHÃO	-43.9542971274725	-3.11784834176483
CAJAPIÓ	MARANHÃO	-44.6733771645862	-2.88288220315752
BOA ESPERANÇA	MARANHÃO	-44.757742324268	-2.86018267142876
CAJARI	MARANHÃO	-45.0079653349663	-3.32386883091692
CAMUCA	MARANHÃO	-45.0922495903904	-3.36407449962677
LADEIRA	MARANHÃO	-45.0988970717908	-3.34843095564206
BOA VISTA DO PINDARÉ	MARANHÃO	-45.0095452568882	-3.40357866293048
ZÉ MARIA	MARANHÃO	-45.0547388171826	-3.4821621971957
SANTA MARIA	MARANHÃO	-45.0662234081183	-3.49424882905432
GAMELEIRA	MARANHÃO	-45.0384641824517	-3.54768274204106
CAMPESTRE DO MARANHÃO	MARANHÃO	-47.3676328633342	-6.16471664583519
VILA NOVA	MARANHÃO	-47.383582049925	-6.09378631936186
CABECEIRA GRANDE	MARANHÃO	-47.3275381128198	-6.11840615677425
CÂNDIDO MENDES	MARANHÃO	-45.7372683655917	-1.453889108528
ABELARDINA	MARANHÃO	-45.7081337657453	-1.54684611175293
SÃO BENEDITO	MARANHÃO	-45.6974282576603	-1.61074907821811
ÁGUAS BELAS	MARANHÃO	-45.7950189239387	-1.80583588853425
BARÃO DE TROMAÍ	MARANHÃO	-45.6079380584233	-1.48670873889236
SÃO JOSÉ	MARANHÃO	-45.5811196713637	-1.52580221937286
ESTANDARTE	MARANHÃO	-45.5369554611509	-1.42234095598716
PRAIA CARARA	MARANHÃO	-45.469647442207	-1.32155094642387
PRAIA GRANDE	MARANHÃO	-45.4303388333248	-1.30979753196621
CANTANHEDE	MARANHÃO	-44.381816135839	-3.62836431187274
TRIZIDELA	MARANHÃO	-44.3808171307002	-3.62268596665848
CAPINZAL DO NORTE	MARANHÃO	-44.3304362519955	-4.7212453887722
PATROCÍNIO	MARANHÃO	-44.3300325902118	-4.69222222702963
SANTA ROSA	MARANHÃO	-44.3374390910717	-4.64853241388108
SANTA CRUZ	MARANHÃO	-44.342852270324	-4.61023630477273
CAROLINA	MARANHÃO	-47.4700918028279	-7.33078300523913
SÃO JOÃO DA CACHOEIRA	MARANHÃO	-47.2161944863502	-7.4114884068192
SÃO JOSÉ DOS PEREIRAS	MARANHÃO	-47.1116800303078	-7.37578606458621
CARUTAPERA	MARANHÃO	-46.023150834605	-1.200602
PRAIA VELHA	MARANHÃO	-45.89306132006	-1.10081021412037
LIVRAMENTO	MARANHÃO	-45.945048232987	-1.31022502599367
ESTIVA	MARANHÃO	-45.9801281296792	-1.2986335585795
AGROVILA DO PA VILA PIRITINA OU FORQUILHA	MARANHÃO	-46.030637175383	-1.26906244210647
SÃO LOURENÇO	MARANHÃO	-46.1174290909961	-1.37399228331271
CAXIAS	MARANHÃO	-43.3585394285192	-4.86167499015957
RODAGEM	MARANHÃO	-42.9912743029798	-4.69582390782368
AGROVILA DO PA SANTO ANTÔNIO	MARANHÃO	-43.0363396157065	-4.72551723849454
AGROVILA DO PA BOCA DA MATA	MARANHÃO	-43.0736276576879	-4.74533166985169
NAZARÉ DO BRUNO	MARANHÃO	-42.9966648243934	-4.83574052982862
ENGENHO D'ÁGUA	MARANHÃO	-43.0949547250845	-4.87634173776915
SANTA MARIA DE BAIXO	MARANHÃO	-43.0440491784135	-4.93391386689452
DESCANSO	MARANHÃO	-43.163502066258	-4.93750337561852
BREJINHO	MARANHÃO	-43.1365693137243	-4.95396757370413
CABECEIRA DA BACABA	MARANHÃO	-43.1407953263699	-5.10119096055284
AGROVILA DO PA BUENOS AIRES	MARANHÃO	-43.2672518454437	-5.15267131111773
AGROVILA DO PA CHAPADA DO MUNDÉ	MARANHÃO	-42.9642354272976	-4.68531717223892
AGROVILA DO PA MOCAMBO	MARANHÃO	-43.0237045895083	-4.73953480439416
AGROVILA DO PA ALECRIM	MARANHÃO	-43.0488376905141	-4.75694366391072
AGROVILA DO PA CACHIRIMBU	MARANHÃO	-43.4146685165532	-5.07139367078774
AGROVILA DO PA LAVRAS	MARANHÃO	-43.4443904474857	-5.16672041807204
AGROVILA DO PA TRABALHOSA	MARANHÃO	-43.5161391464198	-5.18797515317684
MANDACARU	MARANHÃO	-43.3928934343633	-5.23112474550762
AGROVILA DO PA CABECEIRAS DOS CAVALOS	MARANHÃO	-43.5327575681379	-5.05242135257695
CHAPADA	MARANHÃO	-43.5061410826321	-4.950649909251
CEDRAL	MARANHÃO	-44.5307895278055	-1.99791592557159
JACAREQUARA	MARANHÃO	-44.5761780571373	-2.00205481517427
SANTANINHA	MARANHÃO	-44.7076217292196	-2.00237839457852
SÃO BENTO	MARANHÃO	-44.5592067200357	-1.9446681798008
PARATI	MARANHÃO	-44.5870305981527	-1.92649233611928
PERICAUÁ	MARANHÃO	-44.5047855573781	-1.96906408584159
OUTEIRO	MARANHÃO	-44.5038334956071	-2.00689121995925
CENTRAL DO MARANHÃO	MARANHÃO	-44.8318437024986	-2.19131390761778
NOVA MORADA	MARANHÃO	-44.9549095544282	-2.27019067773856
SÃO SEBASTIÃO	MARANHÃO	-44.9203890880919	-2.23071083744933
CENTRO DO GUILHERME	MARANHÃO	-46.0399601131872	-2.4569850818082
CEDRAL	MARANHÃO	-46.138210634448	-2.45247227281137
AGROVILA DO PA LAGO AZUL	MARANHÃO	-46.2261186485884	-2.43089345188464
LIMÃO	MARANHÃO	-46.1505080162904	-2.23077728736945
CENTRO NOVO DO MARANHÃO	MARANHÃO	-46.1284089549781	-2.14429169855839
CIPOEIRO	MARANHÃO	-46.2219274993168	-2.25514834801827
CHEGA TUDO	MARANHÃO	-46.2998833806478	-2.26835641632439
SERRARIA ÁGUA BRANCA	MARANHÃO	-46.7825898784209	-3.33303578481237
BARRO BRANCO	MARANHÃO	-46.3337268206487	-2.4585816001254
CHAPADINHA	MARANHÃO	-43.361120781752	-3.74002452
ALAGADIÇO GRANDE	MARANHÃO	-43.4702619585409	-4.18310204252696
AGROVILA DO PA CANTO DO FERREIRA	MARANHÃO	-43.6395874968877	-3.78480329333944
AGROVILA DO PA BATURITÉ	MARANHÃO	-43.601277623702	-3.64284653422879
PA BARROCA DA VACA	MARANHÃO	-43.5107128176495	-3.71249373731283
CIDELÂNDIA	MARANHÃO	-47.7842327756716	-5.17742104721159
CENTRO DO CIRÍACO	MARANHÃO	-47.8193086867783	-5.25168497652456
VIRAÇÃO GRANDE	MARANHÃO	-47.8676525063233	-5.26829459596041
CENTRO DO ABRÃO	MARANHÃO	-47.8893073317585	-5.17770049382037
PALMEIRÂNDIA	MARANHÃO	-47.8586743802517	-5.16791938974786
AGROVILA DO PA ITAIGUARA-VILA I	MARANHÃO	-47.8518184507082	-5.01146421043449
AGROVILA DO PA SÃO JORGE-VILA I	MARANHÃO	-47.8059267592148	-5.07389585276873
SÃO JOÃO DO ANDIROBAL	MARANHÃO	-47.7707791064767	-5.07321206248271
TRECHO SECO	MARANHÃO	-47.5528923509576	-5.10421697353981
SÃO DOMINGOS	MARANHÃO	-47.7757445905818	-5.1945400095707
SÃO FRANCISCO	MARANHÃO	-47.7404854638252	-5.20512309161944
AGROVILA DO PA SOL BRILHANTE-VILA I	MARANHÃO	-47.7028177478248	-5.19240551032923
CODÓ	MARANHÃO	-43.8860802350324	-4.45133750014621
CAJAZEIRA	MARANHÃO	-43.9058814233654	-5.01016031578015
BACABAL DO BIRILO	MARANHÃO	-43.9359842361038	-4.64306307023301
BACABINHA	MARANHÃO	-43.8795486631761	-4.54086577401171
MONTEVIDÉO	MARANHÃO	-43.9010664020036	-4.50305421081696
SANTOS DUMONT	MARANHÃO	-43.9421815178294	-4.52960821485033
KM 17	MARANHÃO	-43.9912197045388	-4.55891340805922
LIVRAMENTO	MARANHÃO	-44.0826639406803	-4.67032897774474
RIO NOVO	MARANHÃO	-44.0341971564661	-4.53042676917579
AGROVILA DO PA BOQUEIRÃO DOS VIEIRAS	MARANHÃO	-43.647136428618	-4.71340017205896
SANTA RITA DOS MOISÉS	MARANHÃO	-44.0224817204222	-4.58938005876532
CODOZINHO	MARANHÃO	-44.1756956761512	-4.70747868990604
RUA NOVA	MARANHÃO	-44.3464807558822	-4.86914952766464
SANTA MADALENA	MARANHÃO	-44.351413286258	-4.86392515105909
SÃO RAIMUNDO DE CODÓ	MARANHÃO	-43.4999644975776	-4.36802666519469
SANTANA	MARANHÃO	-43.5891052005932	-4.4222264023571
BOA VISTA DO PROCÓPIO	MARANHÃO	-43.5619530284158	-4.28708598058544
COELHO NETO	MARANHÃO	-43.0140136155495	-4.25473750013981
PIMENTEIRA	MARANHÃO	-42.9930421577928	-4.28376919152783
VILA DE FÁTIMA	MARANHÃO	-43.2229834544984	-4.13103326830708
MONTE ALEGRE	MARANHÃO	-43.1625579704931	-4.14199014866762
BUENOS AIRES	MARANHÃO	-43.1372282643012	-4.16918068753054
SANTANA	MARANHÃO	-43.0615003727532	-4.11541058785451
COLINAS	MARANHÃO	-44.2497802305352	-6.02736552019732
AGROVILA DO PA PAVIO VARJÃO	MARANHÃO	-44.5563496088457	-5.91807320992255
ALMEIDA	MARANHÃO	-44.1413138690852	-5.90216449933527
SÍTIO SECO DO ROCHA	MARANHÃO	-43.9647060846215	-6.08057707283222
AGROVILA DO PA JAGUARUANA	MARANHÃO	-44.0979858922167	-6.21784310940455
AGROVILA DO PA LADEIRA VERMELHA	MARANHÃO	-44.2185974896821	-5.99559999395708
COCAL	MARANHÃO	-44.5754465977221	-5.86370508627287
BANCOS	MARANHÃO	-44.5859582120828	-5.88689953899869
AGROVILA DO PA SERRA NEGRA III	MARANHÃO	-44.024977784	-6.14904769544158
LARANJAL	MARANHÃO	-44.4052096208184	-6.00455467590048
CONCEIÇÃO DO LAGO-AÇU	MARANHÃO	-44.9030159051796	-3.84111845785575
REGÔ	MARANHÃO	-44.8864652120165	-3.74457825297645
LAPELA	MARANHÃO	-44.722958536574	-3.73787936968591
TERRA DE AREIA	MARANHÃO	-44.7043365972745	-3.76384071994109
OLHO D'ÁGUA	MARANHÃO	-44.7106043460084	-3.80878201256049
COROATÁ	MARANHÃO	-44.1255992014644	-4.128976
AGROVILA DO PA CACHIMBO OU VILA 7 DE SETEMBRO	MARANHÃO	-44.2475259600686	-4.25207363534515
FLOR DO DIA	MARANHÃO	-44.1655534892087	-4.1619098399193
AGROVILA DO PA PAU DE ESTOPA	MARANHÃO	-44.1852308405717	-3.9584127873332
BACABAL DOS VIANAS	MARANHÃO	-44.0285891502945	-4.05420179601656
BENFICA	MARANHÃO	-44.1233798456598	-4.19095773186486
CIGANO DO ISRAEL	MARANHÃO	-44.2092845601223	-4.04846780385001
CURURUPU	MARANHÃO	-44.8677616169761	-1.8255207812193
AQUILES LISBOA	MARANHÃO	-44.7915200976838	-1.72444181309512
GUAJERUTIVA	MARANHÃO	-44.8458132955458	-1.48377753540285
VALHA-ME DEUS	MARANHÃO	-44.8542777445052	-1.42918763318028
LENÇÓIS	MARANHÃO	-44.8792501620825	-1.317680847587
BATE-VENTO	MARANHÃO	-44.8956108383858	-1.30946809110255
PERUS	MARANHÃO	-44.7858678285674	-1.49597438165244
SÃO LUCAS	MARANHÃO	-44.7981897134432	-1.51243498663572
CAÇACOEIRA	MARANHÃO	-44.7555538610688	-1.51129880495894
PRAINHA	MARANHÃO	-44.6490354217428	-1.74819420665022
MARACUJATIUA	MARANHÃO	-44.676364865599	-1.80127211774589
COCAL	MARANHÃO	-44.7135696807124	-1.8036606485067
RUMO	MARANHÃO	-44.7509735247225	-1.8285857762959
DAVINÓPOLIS	MARANHÃO	-47.4049963875281	-5.53445621610635
AGROVILA DO PA ALEGRIA	MARANHÃO	-47.2916868397191	-5.55056517025883
AGROVILA DO PA JUÇARA	MARANHÃO	-47.1838747622373	-5.59288074927067
ÁGUA VIVA	MARANHÃO	-47.333668144862	-5.57744182679781
AGROVILA DO PA 1º DE MAIO	MARANHÃO	-47.2462589634184	-5.57520049233073
DOM PEDRO	MARANHÃO	-44.4400099109689	-5.03844763516531
TRIÂNGULO	MARANHÃO	-44.3626259134856	-4.91167256258338
SANTA VITÓRIA	MARANHÃO	-44.3549479799434	-5.04573659874496
PACAS	MARANHÃO	-44.3559222313555	-5.0728614126366
TABOCA	MARANHÃO	-44.3574403518722	-5.09759539831896
CENTRO DO PRIMO	MARANHÃO	-44.393656214491	-5.07770893566754
CENTRO DO ESTEVINHO	MARANHÃO	-44.4314890710706	-5.09255261834303
SERRA DA BOA VISTA	MARANHÃO	-44.4568211482562	-5.07559642510367
VILA SÃO PEDRO	MARANHÃO	-44.4834507856484	-5.05104641638862
PEDRO I	MARANHÃO	-44.4323030193515	-5.00205610751344
CAJA	MARANHÃO	-44.4824730466711	-5.0411213679617
DUQUE BACELAR	MARANHÃO	-42.9441802036073	-4.14781909711357
BOQUEIRÃO	MARANHÃO	-42.8863489715918	-4.10499323961097
MOCAMBO DA DELINHA	MARANHÃO	-42.9834135613223	-4.10773725139446
SANTANA VELHA	MARANHÃO	-43.055985419033	-4.11561729769038
ÓRFÃO	MARANHÃO	-43.0169090637997	-4.09105804369869
TABULEIRO GRANDE	MARANHÃO	-42.9808296949021	-4.07107189527347
ESPERANTINÓPOLIS	MARANHÃO	-44.8860686990188	-4.87030089747643
PALMEIRAL	MARANHÃO	-44.8209849944474	-4.92893887275228
VERDUM	MARANHÃO	-44.8856688437999	-4.94742128524615
SUMAÚMA	MARANHÃO	-44.9923666363056	-4.94212681399254
CENTRÃO	MARANHÃO	-44.9466955433721	-4.92082325395389
JIQUIRI	MARANHÃO	-44.9577158812164	-4.83376890688752
CENTRO DOS PEBAS	MARANHÃO	-44.9301031911697	-4.89831386936304
JENIPAPO	MARANHÃO	-44.9752266528063	-4.91407157931341
COROATÁ	MARANHÃO	-44.7852467554627	-4.86859410431099
BOM PRINCÍPIO	MARANHÃO	-44.7344733052881	-4.88603532642224
LAGOINHA	MARANHÃO	-44.7990618057595	-4.90384562431482
ESTREITO	MARANHÃO	-47.4478829861377	-6.56808498021472
AGROVILA DO PA ALTAMIRA	MARANHÃO	-47.0587132262101	-6.812367812231
AGROVILA DO PA NOSSA SENHORA APARECIDA	MARANHÃO	-47.016098139022	-6.79892282864178
AGROVILA DO PA BOM JESUS	MARANHÃO	-46.9880069060887	-6.79636437468198
AGROVILA DO PA SOL NASCENTE	MARANHÃO	-46.9955990601688	-6.88782146033527
AGROVILA DO PA GOVERNADOR LUIS ROCHA	MARANHÃO	-46.950106559599	-6.93448543113644
AGROVILA DO PA VALE DA FORMOSA	MARANHÃO	-47.1513409573548	-6.75082313653945
AGROVILA DO PA VITÓRIA	MARANHÃO	-47.4360101992787	-6.73905108588964
AGROVILA DO PA BREJO DA ILHA	MARANHÃO	-47.4399307929186	-6.6824739504491
FEIRA NOVA DO MARANHÃO	MARANHÃO	-46.6873552159638	-6.96313554062729
NOVO HORIZONTE	MARANHÃO	-46.7753669495473	-7.0343784619092
PLACAS	MARANHÃO	-46.5951401864336	-7.06348998100671
FERNANDO FALCÃO	MARANHÃO	-44.9107074022131	-6.154978462916
ALDEIA ESCALVADO	MARANHÃO	-45.1527956708108	-6.08176133645658
LEANDRO	MARANHÃO	-44.899764257665	-6.02528297146677
ALDEIA PORQUINHOS	MARANHÃO	-45.5547212071126	-6.09765004416407
FORMOSA DA SERRA NEGRA	MARANHÃO	-46.1863570068861	-6.43530410561392
FORTALEZA DOS NOGUEIRAS	MARANHÃO	-46.1855575419836	-6.9659260874923
FORTUNA	MARANHÃO	-44.1606284272259	-5.73622413247702
CORREDEIRA	MARANHÃO	-44.0697927932389	-5.80852677258501
VARJÃO	MARANHÃO	-44.0631442792945	-5.6838949224865
SÃO JOSÉ	MARANHÃO	-44.0731011433149	-5.69508901274706
ALTO DOS BARROS	MARANHÃO	-44.0891609898854	-5.70511011009117
GODOFREDO VIANA	MARANHÃO	-45.7717548080523	-1.40980018673278
PRAIA DE SÃO JORGE	MARANHÃO	-45.6387639579281	-1.1731006228609
PRAIA BOA VISTA	MARANHÃO	-45.6280562787985	-1.17989774757849
PONTA DO JARDIM	MARANHÃO	-45.7485641182337	-1.38879916870304
MARIBONDO	MARANHÃO	-45.7543717050031	-1.42012704682719
CRISPIANO	MARANHÃO	-45.8670952439238	-1.54633281341019
CAJUAL	MARANHÃO	-45.7578724223052	-1.44741074443768
AURIZONA	MARANHÃO	-45.7711825401713	-1.27931544366412
PRAIA DO JAPO	MARANHÃO	-45.7302458479447	-1.16348552410196
